Module,Reaction,url,KOs,Rule,Review comment,reaction_orthology,module_orthology,module_definition
M00357,R04541,https://www.genome.jp/dbget-bin/www_bget?rn:R04541,"K00402,K00401,K00399",K00402+K00401+K00399,Reviewed by JG,"{'K00399': 'methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]', 'K00401': 'methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]', 'K00402': 'methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]'}","{'K00925': 'acetate kinase [EC:2.7.2.1] [RN:R00315]', 'K00625': 'phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]', 'K01895': 'acetyl-CoA synthetase [EC:6.2.1.1] [RN:R00235]', 'K00193+K00197+K00194': 'acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096]', 'K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584': 'tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]', 'K00399+K00401+K00402': 'methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]', 'K22480+K22481+K22482': 'heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]', 'K03388+K03389+K03390': 'heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]', 'K08264+K08265': 'heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]', 'K14126+K14128': 'F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]', 'K14127': 'F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]', 'K22516+K00125': 'formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]'}","((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"
M00563,R04541,https://www.genome.jp/dbget-bin/www_bget?rn:R04541,"K00402,K00401,K00399",K00402+K00401+K00399,Reviewed by JG,"{'K00399': 'methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]', 'K00401': 'methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]', 'K00402': 'methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]'}","{'K14082': 'mtbA; [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247] [RN:R09998]', 'K16176': 'mtmB; methylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.248] [RN:R09998]', 'K16177': 'mtmC; monomethylamine corrinoid protein [RN:R09998]', 'K16178': 'mtbB; dimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.249] [RN:R09999]', 'K16179': 'mtbC; dimethylamine corrinoid protein [RN:R09999]', 'K14083': 'mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250] [RN:R09124]', 'K14084': 'mttC; trimethylamine corrinoid protein [RN:R09124]', 'K00399+K00401+K00402': 'methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]', 'K22480+K22481+K22482': 'heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]', 'K03388+K03389+K03390': 'heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]', 'K08264+K08265': 'heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]', 'K14126+K14128': 'F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]', 'K14127': 'F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]', 'K22516+K00125': 'formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]'}","K14082 ((K16177-K16176),(K16179-K16178),(K14084-K14083)) K00399+K00401+K00402 (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"
M00567,R04541,https://www.genome.jp/dbget-bin/www_bget?rn:R04541,"K00402,K00401,K00399",K00402+K00401+K00399,Reviewed by JG,"{'K00399': 'methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]', 'K00401': 'methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]', 'K00402': 'methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]'}","{'K00200+K00201+K00202+K00203+K11261': 'formylmethanofuran dehydrogenase [EC:1.2.99.5] [RN:R03015]', 'K00205,K11260,K00204': '4Fe-4S ferredoxin', 'K00672': 'formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101] [RN:R03390]', 'K01499': 'methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27] [RN:R03464]', 'K00319': 'methylenetetrahydromethanopterin dehydrogenase [EC:1.5.99.9] [RN:R04456]', 'K13942': '5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2] [RN:R04455]', 'K00320': 'coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase [EC:1.5.99.11] [RN:R04464]', 'K00577+K00578+K00579+K00580+K00581+K00582+K00583+K00584': 'tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]', 'K00399+K00401+K00402': 'methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]', 'K22480+K22481+K22482': 'heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]', 'K03388+K03389+K03390': 'heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]', 'K08264+K08265': 'heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]', 'K14126+K14128': 'F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]', 'K14127': 'F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]', 'K22516+K00125': 'formate dehydrogenase (coenzyme F420) [EC1.8.98.6] [RN:R11944]'}","(K00200+K00201+K00202+K00203-K11261+(K00205,K11260,K00204)) K00672 K01499 (K00319,K13942) K00320 (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"
M00026,R04558,https://www.genome.jp/dbget-bin/www_bget?rn:R04558,"K01663,K02500,K02501","K01663,K02500+K02501",Reviewed by JG,"{'K01663': 'imidazole glycerol-phosphate synthase [EC:4.3.2.10]', 'K02500': 'imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]', 'K02501': 'imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]'}","{'K00765,K02502': 'ATP phosphoribosyltransferase [EC:2.4.2.17] [RN:R01071]', 'K01523,K11755,K14152': 'phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31] [RN:R04035]', 'K01496,K11755,K14152': 'phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19] [RN:R04037]', 'K01814,K24017': 'phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16] [RN:R04640]', 'K02500,K02501,K01663': 'imidazole glycerol-phosphate synthase [EC:4.3.2.10] [RN:R04558] ', 'K01693': 'imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19] [RN:R03457]', 'K00817': 'histidinol-phosphate aminotransferase [EC:2.6.1.9] [RN:R03243]', 'K04486,K05602,K18649': 'histidinol-phosphatase [EC:3.1.3.15] [RN:R03013]', 'K01089': 'imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15] [RN:R03457 R03013]', 'K00013,K14152': 'histidinol dehydrogenase [EC:1.1.1.23] [RN:R03012 R01163]'}","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)"
M00048,R04560,https://www.genome.jp/dbget-bin/www_bget?rn:R04560,"K01492,K00602","K01492,K00602",Reviewed by JG,"{'K00602': 'phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]', 'K01492': 'phosphoribosylglycinamide/phosphoribosylaminoimidazolecarboxamide formyltransferase [EC:2.1.2.2 2.1.2.3]'}","{'K00764': 'amidophosphoribosyltransferase [EC:2.4.2.14] [RN:R01072]', 'K01945,K11787,K11788': 'phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]', 'K00601,K11175,K08289,K11787,K01492': 'phosphoribosylglycinamide formyltransferase [EC:2.1.2.2] [RN:R04325]', 'K01952,K23269,K23264,K23265,K23270': 'phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] [RN:R04463]', 'K01933,K11787,K11788': 'phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] [RN:R04208]', 'K01587,K11808': 'phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21] [RN:R04209]', 'K01589': '5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18] [RN:R07405]', 'K01588': '5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18] [RN:R07404]', 'K01923,K01587': 'phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] [RN:R04591]', 'K13713': 'fusion protein PurCD [EC:6.3.2.6 6.3.4.13] [RN:R04144 R04591]', 'K01756': 'adenylosuccinate lyase [EC:4.3.2.2] [RN:R04559]', 'K00602': 'phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10] [RN:R04560 R01127]', 'K01492': 'phosphoribosylaminoimidazolecarboxamide formyltransferase [EC: 2.1.2.3] [RN:R04560]', 'K06863': ""5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23] [RN:R06975]"", 'K11176': 'IMP cyclohydrolase [EC:3.5.4.10] [RN:R01127]'}","K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"
M00048,R04591,https://www.genome.jp/dbget-bin/www_bget?rn:R04591,"K01587,K13713,K01923","K01587,K13713,K01923",Reviewed by JG,"{'K01587': 'phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6]', 'K01923': 'phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]', 'K13713': 'fusion protein PurCD [EC:6.3.2.6 6.3.4.13]'}","{'K00764': 'amidophosphoribosyltransferase [EC:2.4.2.14] [RN:R01072]', 'K01945,K11787,K11788': 'phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]', 'K00601,K11175,K08289,K11787,K01492': 'phosphoribosylglycinamide formyltransferase [EC:2.1.2.2] [RN:R04325]', 'K01952,K23269,K23264,K23265,K23270': 'phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] [RN:R04463]', 'K01933,K11787,K11788': 'phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] [RN:R04208]', 'K01587,K11808': 'phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21] [RN:R04209]', 'K01589': '5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18] [RN:R07405]', 'K01588': '5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18] [RN:R07404]', 'K01923,K01587': 'phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] [RN:R04591]', 'K13713': 'fusion protein PurCD [EC:6.3.2.6 6.3.4.13] [RN:R04144 R04591]', 'K01756': 'adenylosuccinate lyase [EC:4.3.2.2] [RN:R04559]', 'K00602': 'phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10] [RN:R04560 R01127]', 'K01492': 'phosphoribosylaminoimidazolecarboxamide formyltransferase [EC: 2.1.2.3] [RN:R04560]', 'K06863': ""5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23] [RN:R06975]"", 'K11176': 'IMP cyclohydrolase [EC:3.5.4.10] [RN:R01127]'}","K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"
M00026,R04640,https://www.genome.jp/dbget-bin/www_bget?rn:R04640,"K01814,K24017","K01814,K24017",Reviewed by JG,"{'K01814': 'phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]', 'K24017': 'phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24]'}","{'K00765,K02502': 'ATP phosphoribosyltransferase [EC:2.4.2.17] [RN:R01071]', 'K01523,K11755,K14152': 'phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31] [RN:R04035]', 'K01496,K11755,K14152': 'phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19] [RN:R04037]', 'K01814,K24017': 'phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16] [RN:R04640]', 'K02500,K02501,K01663': 'imidazole glycerol-phosphate synthase [EC:4.3.2.10] [RN:R04558] ', 'K01693': 'imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19] [RN:R03457]', 'K00817': 'histidinol-phosphate aminotransferase [EC:2.6.1.9] [RN:R03243]', 'K04486,K05602,K18649': 'histidinol-phosphatase [EC:3.1.3.15] [RN:R03013]', 'K01089': 'imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15] [RN:R03457 R03013]', 'K00013,K14152': 'histidinol dehydrogenase [EC:1.1.1.23] [RN:R03012 R01163]'}","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)"
M00046,R04666,https://www.genome.jp/dbget-bin/www_bget?rn:R04666,"K06016,K01431","K06016,K01431",Reviewed by JG,"{'K01431': 'beta-ureidopropionase [EC:3.5.1.6]', 'K06016': 'beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]'}","{'K00207': 'dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2] [RN:R00978 R01415]', 'K17722+K17723': 'dihydropyrimidine dehydrogenase (NAD+) [EC:1.3.1.1] [RN:R00977 R11026]', 'K01464': 'dihydropyrimidinase [EC:3.5.2.2] [RN:R02269 R03055]', 'K01431,K06016': 'beta-ureidopropionase [EC:3.5.1.6] [RN:R00905 R04666]'}","(K00207,K17722+K17723) K01464 (K01431,K06016)"
M00117,R04985,https://www.genome.jp/dbget-bin/www_bget?rn:R04985,"K03186,K03182",K03186+K03182,Reviewed by JG,"{'K03182': '4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]', 'K03186': 'flavin prenyltransferase [EC:2.5.1.129]'}","{'K03181,K18240': 'ubiC, xanB2; chorismate lyase [EC:4.1.3.40] [RN:R01302]', 'K03179': 'ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39] [RN:R05000]', 'K03182': 'ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98] [RN:R04985]', 'K03186': 'ubiX; flavin prenyltransferase [EC:2.5.1.129]', 'K18800': 'ubiI; 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240] [RN:R08768]', 'K00568': 'ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64] [RN:R08769 R12657]', 'K03185': 'ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-] [RN:R12658]', 'K03183': 'ubiE; 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201] [RN:R09737]', 'K03184': 'ubiF; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60] [RN:R12067]'}","(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 K03184 K00568"
M00117,R05000,https://www.genome.jp/dbget-bin/www_bget?rn:R05000,"K06125,K03179","K06125,K03179",Reviewed by JG,"{'K03179': '4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]', 'K06125': '4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]'}","{'K03181,K18240': 'ubiC, xanB2; chorismate lyase [EC:4.1.3.40] [RN:R01302]', 'K03179': 'ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39] [RN:R05000]', 'K03182': 'ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98] [RN:R04985]', 'K03186': 'ubiX; flavin prenyltransferase [EC:2.5.1.129]', 'K18800': 'ubiI; 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240] [RN:R08768]', 'K00568': 'ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64] [RN:R08769 R12657]', 'K03185': 'ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-] [RN:R12658]', 'K03183': 'ubiE; 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201] [RN:R09737]', 'K03184': 'ubiF; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60] [RN:R12067]'}","(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 K03184 K00568"
M00128,R05000,https://www.genome.jp/dbget-bin/www_bget?rn:R05000,"K06125,K03179","K06125,K03179",Reviewed by JG,"{'K03179': '4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]', 'K06125': '4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]'}","{'K06125': 'COQ2; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39] [RN:R05000]', 'K06126': 'COQ6; ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-] [RN:R08770]', 'K00591': 'COQ3; polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64] [RN:R08771 R12657]', 'K06127': 'COQ5; 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201] [RN:R09737]', 'K06134': 'COQ7; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60] [RN:R12067]'}",K06125 K06126 K00591 -- -- K06127 K06134 K00591
M00624,R05148,https://www.genome.jp/dbget-bin/www_bget?rn:R05148,"K18077,K18075,K18074",K18077+K18075+K18074,Reviewed by JG,"{'K18074': 'terephthalate 1,2-dioxygenase oxygenase component alpha subunit [EC:1.14.12.15]', 'K18075': 'terephthalate 1,2-dioxygenase oxygenase component beta subunit [EC:1.14.12.15]', 'K18077': 'terephthalate 1,2-dioxygenase reductase component [EC:1.18.1.-]'}","{'K18074,K18075,K18077': 'terephthalate 1,2-dioxygenase [EC:1.14.12.15] [RN:R05148]', 'K18076': '1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase [EC:1.3.1.53] [RN:R01633]'}",K18074+K18075+K18077 K18076
M00925,R05180,https://www.genome.jp/dbget-bin/www_bget?rn:R05180,"K13541,K13540,K05934","K13541,K13540,K05934",Reviewed by JG,"{'K05934': 'precorrin-3B C17-methyltransferase / cobalt-factor III methyltransferase [EC:2.1.1.131 2.1.1.272]', 'K13540': 'precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]', 'K13541': 'cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.272 2.1.1.131]'}","{'K02303,K13542': 'cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107] [RN:R03194]', 'K03394': 'cobI; precorrin-2 C20-methyltransferase [EC:2.1.1.130] [RN:R03948]', 'K13540': 'cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131] [RN:R03948 R05180]', 'K02229': 'cobG; precorrin-3B synthase [EC:1.14.13.83] [RN:R05217]', 'K05934,K13541': 'cobJ; precorrin-3B C17-methyltransferase [EC:2.1.1.131] [RN:R05180]', 'K05936': 'cobM; precorrin-4 C11-methyltransferase [EC:2.1.1.133] [RN:R05181]', 'K02228': 'cobF; precorrin-6A synthase [EC:2.1.1.152] [RN:R05219]', 'K05895': 'cobK; precorrin-6A reductase [EC:1.3.1.54] [RN:R05150]', 'K00595': 'cobL; precorrin-6B C5,15-methyltransferase [EC:2.1.1.132] [RN:R05149]', 'K06042': 'cobH; precorrin-8X methylmutase [EC:5.4.99.61] [RN:R05177]', 'K02224': 'cobB; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9] [RN:R05224]', 'K02230+K09882+K09883': 'cobNST; cobaltochelatase CobNST [EC:6.6.1.2] [RN:R05227]'}","(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883"
M00175,R05185,https://www.genome.jp/dbget-bin/www_bget?rn:R05185,"K02586,K02591,K00531,K02588",K02586+K02591+K00531+K02588,Reviewed by JG,"{'K00531': 'nitrogenase delta subunit [EC:1.18.6.1]', 'K02586': 'nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]', 'K02588': 'nitrogenase iron protein NifH', 'K02591': 'nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]'}","{'K02588': 'nitrogenase iron protein [RN:R05185]', 'K02586+K02591': 'nitrogenase molybdenum-iron protein [EC:1.18.6.1] [RN:R05185]', 'K00531': 'nitrogenase delta subunit [EC:1.18.6.1] [RN:R05185]', 'K22896+K22897': 'vanadium-dependent nitrogenase [EC:1.18.6.2] [RN:R12084]', 'K22898': 'vanadium nitrogenase delta subunit [EC:1.18.6.2] [RN:R12084]', 'K22899': 'vanadium nitrogenase iron protein [RN:R12084]'}","K02588+K02586+K02591-K00531,K22896+K22897+K22898+K22899"
M00925,R05227,https://www.genome.jp/dbget-bin/www_bget?rn:R05227,"K09882,K02230,K09883",K09882+K02230+K09883,Reviewed by JG,"{'K02230': 'cobaltochelatase CobN [EC:6.6.1.2]', 'K09882': 'cobaltochelatase CobS [EC:6.6.1.2]', 'K09883': 'cobaltochelatase CobT [EC:6.6.1.2]'}","{'K02303,K13542': 'cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107] [RN:R03194]', 'K03394': 'cobI; precorrin-2 C20-methyltransferase [EC:2.1.1.130] [RN:R03948]', 'K13540': 'cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131] [RN:R03948 R05180]', 'K02229': 'cobG; precorrin-3B synthase [EC:1.14.13.83] [RN:R05217]', 'K05934,K13541': 'cobJ; precorrin-3B C17-methyltransferase [EC:2.1.1.131] [RN:R05180]', 'K05936': 'cobM; precorrin-4 C11-methyltransferase [EC:2.1.1.133] [RN:R05181]', 'K02228': 'cobF; precorrin-6A synthase [EC:2.1.1.152] [RN:R05219]', 'K05895': 'cobK; precorrin-6A reductase [EC:1.3.1.54] [RN:R05150]', 'K00595': 'cobL; precorrin-6B C5,15-methyltransferase [EC:2.1.1.132] [RN:R05149]', 'K06042': 'cobH; precorrin-8X methylmutase [EC:5.4.99.61] [RN:R05177]', 'K02224': 'cobB; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9] [RN:R05224]', 'K02230+K09882+K09883': 'cobNST; cobaltochelatase CobNST [EC:6.6.1.2] [RN:R05227]'}","(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883"
M00539,R05247,https://www.genome.jp/dbget-bin/www_bget?rn:R05247,"K16304,K16303,K18227,K10619",K16304+K16303+K18227+K10619,Reviewed by JG,"{'K10619': 'p-cumate 2,3-dioxygenase subunit alpha [EC:1.14.12.25]', 'K16303': 'p-cumate 2,3-dioxygenase subunit beta [EC:1.14.12.25]', 'K16304': 'p-cumate 2,3-dioxygenase ferredoxin component', 'K18227': 'p-cumate 2,3-dioxygenase ferredoxin reductase component [EC:1.18.1.3]'}","{'K10619+K16303+K16304+K18227': 'cmtA; p-cumate 2,3-dioxygenase [EC:1.14.12.25] [RN:R05247]', 'K10620': 'cmtB; 2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase [EC:1.3.1.58] [RN:R05240]', 'K10621': 'cmtC; 2,3-dihydroxy-p-cumate-3,4-dioxygenase [EC:1.13.11.-] [RN:R05248]', 'K10622': 'cmtD; HCOMODA decarboxylase [EC:4.1.1.-] [RN:R05377]', 'K10623': 'cmtE; HOMODA hydrolase [EC:3.7.1.-] [RN: R05364]'}",K10619+K16303+K16304+K18227 K10620 K10621 K10622 K10623
M00543,R05261,https://www.genome.jp/dbget-bin/www_bget?rn:R05261,"K18087,K15750,K18088,K08689",K18087+K15750+K18088+K08689,Reviewed by JG,"{'K08689': 'biphenyl 2,3-dioxygenase subunit alpha [EC:1.14.12.18]', 'K15750': 'biphenyl 2,3-dioxygenase subunit beta [EC:1.14.12.18]', 'K18087': 'biphenyl 2,3-dioxygenase ferredoxin component', 'K18088': 'biphenyl 2,3-dioxygenase ferredoxin reductase component [EC:1.18.1.3]'}","{'K08689+K15750+K18087+K18088': 'biphenyl 2,3-dioxygenase [EC:1.14.12.18] [RN:R05263 R05264 R05261 R05262]', 'K08690': 'cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56] [RN:R05239 R05241]', 'K00462': 'biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39] [RN:R03462 R05245]', 'K10222': '2,6-dioxo-6-phenylhexa-3-enoate hydrolase [EC:3.7.1.8] [RN:R02606 R05359]'}",K08689+K15750+K18087+K18088 K08690 K00462 K10222
M00543,R05262,https://www.genome.jp/dbget-bin/www_bget?rn:R05262,"K18087,K15750,K18088,K08689",K18087+K15750+K18088+K08689,Reviewed by JG,"{'K08689': 'biphenyl 2,3-dioxygenase subunit alpha [EC:1.14.12.18]', 'K15750': 'biphenyl 2,3-dioxygenase subunit beta [EC:1.14.12.18]', 'K18087': 'biphenyl 2,3-dioxygenase ferredoxin component', 'K18088': 'biphenyl 2,3-dioxygenase ferredoxin reductase component [EC:1.18.1.3]'}","{'K08689+K15750+K18087+K18088': 'biphenyl 2,3-dioxygenase [EC:1.14.12.18] [RN:R05263 R05264 R05261 R05262]', 'K08690': 'cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56] [RN:R05239 R05241]', 'K00462': 'biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39] [RN:R03462 R05245]', 'K10222': '2,6-dioxo-6-phenylhexa-3-enoate hydrolase [EC:3.7.1.8] [RN:R02606 R05359]'}",K08689+K15750+K18087+K18088 K08690 K00462 K10222
